periodo_previsao,periodo_alvo,lag_meses,sinal,fase_enso,regiao,produto,id_produto,previsao,real,variacao_real,acerto
201412,201501,1,ONI=+0.8,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,1.24,False
201412,201501,1,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,6.806,True
201412,201502,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,1.229,True
201412,201503,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,0.439,True
201412,201502,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,ALTA,4.356,True
201412,201503,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,ESTAVEL,-0.152,False
201412,201501,1,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,ALTA,7.262,True
201412,201502,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,ALTA,0.594,True
201412,201503,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-1.06,False
201501,201503,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,ALTA,0.772,True
201501,201504,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,ALTA,3.977,True
201501,201503,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,ALTA,1.629,True
201501,201504,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,ALTA,0.872,True
201501,201504,3,ONI=+0.7,el_nino_fraco,Sul,IPCA - Aves e ovos,aves_ovos,ESTAVEL,ALTA,0.872,False
201501,201503,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,ALTA,3.227,True
201501,201504,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,ALTA,3.075,True
201501,201504,3,ONI=+0.7,el_nino_fraco,Nordeste,"IPCA - Cereais, leguminosas e oleag",cereais,ALTA,ALTA,2.774,True
201501,201503,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,QUEDA,-0.663,False
201501,201504,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,ALTA,1.302,True
201501,201503,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,ALTA,4.229,True
201501,201504,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,ALTA,3.812,True
201501,201502,1,ONI=+0.7,el_nino_fraco,Sul,IPCA - Horticultura,horticultura,ESTAVEL,ALTA,1.121,False
201501,201503,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ALTA,1.32,True
201501,201504,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ALTA,0.71,True
201501,201501,0,ONI=+0.7,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,1.24,False
201501,201502,1,ONI=+0.7,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,1.22,False
201501,201502,1,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,1.229,True
201501,201503,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,0.439,True
201501,201504,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,1.498,True
201501,201503,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,ESTAVEL,-0.152,False
201501,201504,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,ALTA,3.983,True
201501,201502,1,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,ALTA,0.594,True
201501,201503,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-1.06,False
201501,201504,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,ALTA,1.725,True
201502,201504,2,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,ALTA,3.977,True
201502,201505,3,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,ALTA,1.3,True
201502,201504,2,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,ALTA,0.872,True
201502,201505,3,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,ALTA,4.991,True
201502,201505,3,ONI=+0.6,el_nino_fraco,Sul,IPCA - Aves e ovos,aves_ovos,ESTAVEL,ALTA,4.991,False
201502,201504,2,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,ALTA,3.075,True
201502,201505,3,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,QUEDA,-1.58,False
201502,201505,3,ONI=+0.6,el_nino_fraco,Nordeste,"IPCA - Cereais, leguminosas e oleag",cereais,ALTA,ALTA,1.505,True
201502,201504,2,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,ALTA,1.302,True
201502,201505,3,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,ALTA,5.902,True
201502,201504,2,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,ALTA,3.812,True
201502,201505,3,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,ALTA,8.887,True
201502,201503,1,ONI=+0.6,el_nino_fraco,Sul,IPCA - Horticultura,horticultura,ESTAVEL,ALTA,4.229,False
201502,201504,2,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ALTA,0.71,True
201502,201505,3,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ALTA,0.74,True
201502,201502,0,ONI=+0.6,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,1.22,False
201502,201503,1,ONI=+0.6,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,1.32,False
201502,201503,1,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,0.439,True
201502,201504,2,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,1.498,True
201502,201505,3,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,2.17,True
201502,201504,2,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,ALTA,3.983,True
201502,201505,3,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,ALTA,3.884,True
201502,201503,1,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-1.06,False
201502,201504,2,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,ALTA,1.725,True
201502,201505,3,ONI=+0.6,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,ALTA,3.416,True
201503,201505,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,ALTA,1.3,True
201503,201506,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,ALTA,1.87,True
201503,201505,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,ALTA,4.991,True
201503,201506,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,ALTA,5.11,True
201503,201506,3,ONI=+0.7,el_nino_fraco,Sul,IPCA - Aves e ovos,aves_ovos,ESTAVEL,ALTA,5.11,False
201503,201505,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,QUEDA,-1.58,False
201503,201506,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,QUEDA,-0.628,False
201503,201506,3,ONI=+0.7,el_nino_fraco,Nordeste,"IPCA - Cereais, leguminosas e oleag",cereais,ALTA,QUEDA,-1.401,False
201503,201505,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,ALTA,5.902,True
201503,201506,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,QUEDA,-5.008,False
201503,201505,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,ALTA,8.887,True
201503,201506,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,QUEDA,-5.489,False
201503,201504,1,ONI=+0.7,el_nino_fraco,Sul,IPCA - Horticultura,horticultura,ESTAVEL,ALTA,3.812,False
201503,201505,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ALTA,0.74,True
201503,201506,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ALTA,0.79,True
201503,201503,0,ONI=+0.7,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,1.32,False
201503,201504,1,ONI=+0.7,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,0.71,False
201503,201504,1,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,1.498,True
201503,201505,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,2.17,True
201503,201506,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,QUEDA,-4.821,False
201503,201505,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,ALTA,3.884,True
201503,201506,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,QUEDA,-3.089,False
201503,201504,1,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,ALTA,1.725,True
201503,201505,2,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,ALTA,3.416,True
201503,201506,3,ONI=+0.7,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-2.869,False
201504,201506,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,ALTA,1.87,True
201504,201507,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,QUEDA,-0.953,False
201504,201506,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,ALTA,5.11,True
201504,201507,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,QUEDA,-4.764,False
201504,201507,3,ONI=+0.8,el_nino_fraco,Sul,IPCA - Aves e ovos,aves_ovos,ESTAVEL,QUEDA,-4.764,False
201504,201506,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,QUEDA,-0.628,False
201504,201507,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,ALTA,3.638,True
201504,201507,3,ONI=+0.8,el_nino_fraco,Nordeste,"IPCA - Cereais, leguminosas e oleag",cereais,ALTA,ESTAVEL,0.164,False
201504,201506,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,QUEDA,-5.008,False
201504,201507,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,QUEDA,-0.661,False
201504,201506,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,QUEDA,-5.489,False
201504,201507,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,ALTA,2.28,True
201504,201505,1,ONI=+0.8,el_nino_fraco,Sul,IPCA - Horticultura,horticultura,ESTAVEL,ALTA,8.887,False
201504,201506,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ALTA,0.79,True
201504,201507,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ALTA,0.62,True
201504,201504,0,ONI=+0.8,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,0.71,False
201504,201505,1,ONI=+0.8,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,0.74,False
201504,201505,1,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,2.17,True
201504,201506,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,QUEDA,-4.821,False
201504,201507,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,1.848,True
201504,201506,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,QUEDA,-3.089,False
201504,201507,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,QUEDA,-3.032,False
201504,201505,1,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,ALTA,3.416,True
201504,201506,2,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-2.869,False
201504,201507,3,ONI=+0.8,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-1.299,False
201505,201507,2,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,QUEDA,-0.953,False
201505,201508,3,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,ESTAVEL,0.281,False
201505,201507,2,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,QUEDA,-4.764,False
201505,201508,3,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,QUEDA,-1.421,False
201505,201508,3,ONI=+1.0,el_nino_fraco,Sul,IPCA - Aves e ovos,aves_ovos,ESTAVEL,QUEDA,-1.421,False
201505,201507,2,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,ALTA,3.638,True
201505,201508,3,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,QUEDA,-0.848,False
201505,201508,3,ONI=+1.0,el_nino_fraco,Nordeste,"IPCA - Cereais, leguminosas e oleag",cereais,ALTA,QUEDA,-1.482,False
201505,201507,2,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,QUEDA,-0.661,False
201505,201508,3,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,QUEDA,-2.07,False
201505,201507,2,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,ALTA,2.28,True
201505,201508,3,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,QUEDA,-4.597,False
201505,201506,1,ONI=+1.0,el_nino_fraco,Sul,IPCA - Horticultura,horticultura,ESTAVEL,QUEDA,-5.489,False
201505,201507,2,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ALTA,0.62,True
201505,201508,3,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ESTAVEL,0.22,False
201505,201505,0,ONI=+1.0,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,0.74,False
201505,201506,1,ONI=+1.0,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,0.79,False
201505,201506,1,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,QUEDA,-4.821,False
201505,201507,2,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,1.848,True
201505,201508,3,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,QUEDA,-2.203,False
201505,201507,2,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,QUEDA,-3.032,False
201505,201508,3,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,QUEDA,-2.459,False
201505,201506,1,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-2.869,False
201505,201507,2,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-1.299,False
201505,201508,3,ONI=+1.0,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-3.46,False
201506,201508,2,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,ESTAVEL,0.281,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,QUEDA,-2.518,False
201506,201508,2,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,QUEDA,-1.421,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,QUEDA,-4.56,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Sul,IPCA - Aves e ovos,aves_ovos,ESTAVEL,QUEDA,-4.56,False
201506,201508,2,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,QUEDA,-0.848,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Carnes e peixes,carnes,ALTA,QUEDA,-0.975,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Nordeste,"IPCA - Cereais, leguminosas e oleag",cereais,ALTA,ALTA,0.442,True
201506,201508,2,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,QUEDA,-2.07,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Frutas,frutas,ALTA,QUEDA,-2.959,False
201506,201508,2,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,QUEDA,-4.597,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Horticultura,horticultura,ALTA,QUEDA,-3.88,False
201506,201507,1,ONI=+1.2,el_nino_fraco,Sul,IPCA - Horticultura,horticultura,ESTAVEL,ALTA,2.28,False
201506,201508,2,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ESTAVEL,0.22,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Geral,ipca_geral,ALTA,ALTA,0.54,True
201506,201506,0,ONI=+1.2,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,0.79,False
201506,201507,1,ONI=+1.2,el_nino_fraco,Sul,IPCA - Geral,ipca_geral,ESTAVEL,ALTA,0.62,False
201506,201507,1,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ALTA,1.848,True
201506,201508,2,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,QUEDA,-2.203,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Leite e derivados,leite,ALTA,ESTAVEL,0.228,False
201506,201508,2,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,QUEDA,-2.459,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Oleos e gorduras,oleos,ALTA,QUEDA,-1.271,False
201506,201507,1,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-1.299,False
201506,201508,2,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-3.46,False
201506,201509,3,ONI=+1.2,el_nino_fraco,Nordeste,IPCA - Panificados,panificados,ALTA,QUEDA,-1.278,False
201507,201509,2,ONI=+1.6,el_nino_forte,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,QUEDA,-2.518,False
201507,201510,3,ONI=+1.6,el_nino_forte,Nordeste,IPCA - Acucares e derivados,acucares,ALTA,QUEDA,-0.494,False
201507,201509,2,ONI=+1.6,el_nino_forte,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,QUEDA,-4.56,False
201507,201510,3,ONI=+1.6,el_nino_forte,Nordeste,IPCA - Aves e ovos,aves_ovos,ALTA,ALTA,0.789,True
201507,201510,3,ONI=+1.6,el_nino_forte,Sul,IPCA - Aves e ovos,aves_ovos,ESTAVEL,ALTA,0.789,False
