periodo,ano,mes,id_variavel,variavel,unidade,id_categoria,categoria,valor
202107,2021,7,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-0.6979
202108,2021,8,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-0.2783
202109,2021,9,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-2.9128
202110,2021,10,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,3.0401
202111,2021,11,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,3.6223
202112,2021,12,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,0.3753
202201,2022,1,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,5.4481
202202,2022,2,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,1.9827
202203,2022,3,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,3.3696
202204,2022,4,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,1.032
202205,2022,5,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-1.0511
202206,2022,6,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,3.3576
202207,2022,7,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-2.4031
202208,2022,8,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-0.7719
202209,2022,9,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-1.0366
202210,2022,10,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-0.489
202211,2022,11,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-1.276
202212,2022,12,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,1.7034
202301,2023,1,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,6.8026
202302,2023,2,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,0.0067
202303,2023,3,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-3.4211
202304,2023,4,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,1.0094
202305,2023,5,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-0.7636
202306,2023,6,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,4.1208
202307,2023,7,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-3.8982
202308,2023,8,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-2.7937
202309,2023,9,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-0.4371
202310,2023,10,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-1.3722
202311,2023,11,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-1.1804
202312,2023,12,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-1.0997
202401,2024,1,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,3.2215
202402,2024,2,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,0.845
202403,2024,3,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,3.318
202404,2024,4,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,5.4044
202405,2024,5,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,0.963
202406,2024,6,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-3.7621
202407,2024,7,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-4.1753
202408,2024,8,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-4.1022
202409,2024,9,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,0.6285
202410,2024,10,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,2.5545
202411,2024,11,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,4.3004
202412,2024,12,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,2.7233
202501,2025,1,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,1.9327
202502,2025,2,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,2.5491
202503,2025,3,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-1.1854
202504,2025,4,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,2.3417
202505,2025,5,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-0.7544
202506,2025,6,2265,IPCA - Variacao mensal,%,acucares,IPCA - Acucares e derivados,-0.0895
201501,2015,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.024
201502,2015,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.3225
201503,2015,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.6291
201504,2015,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.8718
201505,2015,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,4.9906
201506,2015,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,5.1104
201507,2015,7,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-4.7636
201508,2015,8,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.4207
201509,2015,9,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-4.5597
201510,2015,10,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.7895
201511,2015,11,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.234
201512,2015,12,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,7.8879
201601,2016,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,6.5798
201602,2016,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,8.6409
201603,2016,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.723
201604,2016,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.3286
201605,2016,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.3127
201606,2016,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,4.0474
201607,2016,7,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.6034
201608,2016,8,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.099
201609,2016,9,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.7358
201610,2016,10,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.1414
201611,2016,11,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.1575
201612,2016,12,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.2384
201701,2017,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.0494
201702,2017,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.6649
201703,2017,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.3438
201704,2017,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.9919
201705,2017,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.1655
201706,2017,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.4208
201707,2017,7,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.1043
201708,2017,8,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-3.3061
201709,2017,9,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.5779
201710,2017,10,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.7732
201711,2017,11,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.2587
201712,2017,12,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.577
201801,2018,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,2.8934
201802,2018,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,3.3707
201803,2018,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-3.2423
201804,2018,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.237
201805,2018,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.3741
201806,2018,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,3.8334
201807,2018,7,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-5.3819
201808,2018,8,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.2243
201809,2018,9,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.2193
201810,2018,10,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.6092
201811,2018,11,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,2.914
201812,2018,12,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,2.7052
201901,2019,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.6461
201902,2019,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.2651
201903,2019,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,6.491
201904,2019,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,3.5481
201905,2019,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.2099
201906,2019,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.483
201907,2019,7,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.0597
201908,2019,8,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.333
201909,2019,9,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-3.003
201910,2019,10,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.2405
201911,2019,11,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.0361
201912,2019,12,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,8.6157
202001,2020,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.3453
202002,2020,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,4.1847
202003,2020,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-3.2683
202004,2020,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,3.6748
202005,2020,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,4.4151
202006,2020,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.1125
202007,2020,7,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.8378
202008,2020,8,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.1179
202009,2020,9,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,4.009
202010,2020,10,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.9621
202011,2020,11,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,3.9041
202012,2020,12,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,2.9579
202101,2021,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.2817
202102,2021,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.1117
202103,2021,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.5498
202104,2021,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.9195
202105,2021,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.9709
202106,2021,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.5215
202107,2021,7,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.7965
202108,2021,8,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.4292
202109,2021,9,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.4584
202110,2021,10,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.1041
202111,2021,11,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,2.2658
202112,2021,12,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.1314
202201,2022,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.275
202202,2022,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.931
202203,2022,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.9222
202204,2022,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,4.1645
202205,2022,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,2.9936
202206,2022,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.5854
202207,2022,7,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.1392
202208,2022,8,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.2701
202209,2022,9,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.9516
202210,2022,10,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.1631
202211,2022,11,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.4743
202212,2022,12,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,2.4268
202301,2023,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,2.4037
202302,2023,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.2477
202303,2023,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.2353
202304,2023,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.5673
202305,2023,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.3666
202306,2023,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.4795
202307,2023,7,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.4351
202308,2023,8,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.5851
202309,2023,9,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.0279
202310,2023,10,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-0.0963
202311,2023,11,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.3571
202312,2023,12,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.6153
202401,2024,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.7569
202402,2024,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.2698
202403,2024,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.3623
202404,2024,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,2.0853
202405,2024,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,1.3985
202406,2024,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.6657
202407,2024,7,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-1.8963
202408,2024,8,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.5601
202409,2024,9,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.5762
202410,2024,10,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.3257
202411,2024,11,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,2.0188
202412,2024,12,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.4238
202501,2025,1,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,4.803
202502,2025,2,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.3224
202503,2025,3,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.6914
202504,2025,4,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,3.0231
202505,2025,5,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,0.0234
202506,2025,6,2265,IPCA - Variacao mensal,%,aves_ovos,IPCA - Aves e ovos,-2.3872
201501,2015,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,7.79
201502,2015,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.0642
201503,2015,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.2267
201504,2015,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.0746
201505,2015,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-1.5802
201506,2015,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.6278
201507,2015,7,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.6381
201508,2015,8,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.8478
201509,2015,9,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.9752
201510,2015,10,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.9313
201511,2015,11,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.1569
201512,2015,12,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.7204
201601,2016,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,18.1625
201602,2016,2,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,3.239
201603,2016,3,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-3.5267
201604,2016,4,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-0.3092
201605,2016,5,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-3.8508
201606,2016,6,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,12.5138
201607,2016,7,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.6795
201608,2016,8,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-2.2648
201609,2016,9,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,0.1619
201610,2016,10,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,1.8503
201611,2016,11,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-2.5518
201612,2016,12,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,-5.1123
201701,2017,1,2265,IPCA - Variacao mensal,%,carnes,IPCA - Carnes e peixes,2.242
